junc.id	all_n40	max
chr11:+:75404207-75404811	0.025	0.025
chr11:+:75404688-75405627	0.025	0.025
chr11:+:75404719-75404781	0.025	0.025
chr11:+:75404719-75404806	0.075	0.075
chr11:+:75572399-75572485	0	0
chr11:+:75572399-75572570	0.025	0.025
chr11:+:763422-763940	0	0
chr11:+:763519-764287	0	0
chr11:+:810039-810290	0	0
chr11:+:810039-811596	0.475	0.475
chr11:+:810357-811604	0.05	0.05
chr11:+:812578-812764	0	0
chr11:+:812633-812762	0.85	0.85
chr11:+:812633-812774	0.05	0.05
chr11:+:812633-812782	0	0
chr11:+:833022-836062	0	0
chr11:+:834067-836062	0	0
chr11:+:836442-836804	0	0
chr11:+:837354-837476	0	0
chr11:+:838028-838167	0.15	0.15
chr11:+:838028-838444	0.025	0.025
chr11:+:838367-838553	0.1	0.1
chr11:+:838450-838553	0.025	0.025
chr11:+:838585-838742	0.025	0.025
chr11:+:838585-838804	0.025	0.025
chr11:+:86800651-86807635	0	0
chr11:+:8683265-8683989	0.025	0.025
chr11:+:8683265-8684010	0.05	0.05
chr11:+:8683265-8684019	0.025	0.025
chr11:+:8683265-8685690	0.025	0.025
chr11:+:8683917-8684005	0	0
chr11:+:8684035-8684856	0	0
chr11:+:8684081-8684696	0	0
chr11:+:8684835-8685734	0.025	0.025
chr11:+:8684844-8685734	0.025	0.025
chr11:+:8684880-8685734	0	0
chr11:+:8684883-8685690	0.025	0.025
chr11:+:8684883-8685701	0.225	0.225
chr11:+:8684892-8685690	0	0
chr11:+:9414411-9417091	0	0
chr11:+:9414411-9420410	0	0
chr11:+:9429196-9430911	0.025	0.025
chr11:+:9445539-9445968	0	0
chr11:-:102402062-102448826	0	0
chr11:-:102402157-102448811	0.2	0.2
chr11:-:102402204-102448811	0	0
chr11:-:102419154-102448811	0	0
chr11:-:104954998-104968518	0.225	0.225
chr11:-:10797881-10800114	0.025	0.025
chr11:-:10799059-10799212	0.175	0.175
chr11:-:10799062-10799212	0.425	0.425
chr11:-:10799266-10800089	0	0
chr11:-:10799309-10799551	0.025	0.025
chr11:-:10799414-10800089	0.025	0.025
chr11:-:10799774-10800089	0	0
chr11:-:10800168-10800431	0	0
chr11:-:10800171-10800243	0.075	0.075
chr11:-:10800266-10800294	0.025	0.025
chr11:-:10800793-10800961	0.05	0.05
chr11:-:10800826-10800961	0.075	0.075
chr11:-:10801082-10801660	0.025	0.025
chr11:-:10801750-10802119	0	0
chr11:-:10801762-10802048	0.025	0.025
chr11:-:10802185-10802293	0.325	0.325
chr11:-:10802205-10802293	0.1	0.1
chr11:-:10804318-10805894	0	0
chr11:-:10806043-10806856	0	0
chr11:-:10806845-10807254	0.025	0.025
chr11:-:10806861-10807254	0.025	0.025
chr11:-:10806865-10807270	0.025	0.025
chr11:-:118757281-118758773	0	0
chr11:-:118757287-118759921	0	0
chr11:-:118758887-118759921	0.025	0.025
chr11:-:118760044-118760695	0	0
chr11:-:118760820-118763211	0	0
chr11:-:118761062-118761539	0	0
chr11:-:118763306-118768222	0.225	0.225
chr11:-:118765296-118768222	0	0
chr11:-:118765317-118768222	0	0
chr11:-:118765331-118768222	0.025	0.025
chr11:-:118766681-118766973	0	0
chr11:-:118786518-118790886	0.95	0.95
chr11:-:118898308-118898582	0	0
chr11:-:118899100-118899213	0	0
chr11:-:118902853-118903362	0.025	0.025
chr11:-:118907600-118908269	0.025	0.025
chr11:-:118908015-118908269	0	0
chr11:-:118908640-118909913	0	0
chr11:-:118908655-118908939	0	0
chr11:-:118908655-118918825	0.275	0.275
chr11:-:118910015-118910391	0	0
chr11:-:118910015-118910869	0	0
chr11:-:118910015-118925237	0	0
chr11:-:119015939-119017428	0.025	0.025
chr11:-:119017390-119017461	0.025	0.025
chr11:-:119017487-119017957	0.025	0.025
chr11:-:119017526-119018281	0.025	0.025
chr11:-:119017532-119017974	0.025	0.025
chr11:-:119017542-119017957	0.1	0.1
chr11:-:119017545-119018281	0.05	0.05
chr11:-:119017548-119017957	0	0
chr11:-:119017705-119017969	0.025	0.025
chr11:-:119309486-119309622	0	0
chr11:-:119309486-119310348	0	0
chr11:-:119309818-119310348	0.025	0.025
chr11:-:119309911-119310348	0	0
chr11:-:119311161-119311279	0	0
chr11:-:119311185-119311342	0.05	0.05
chr11:-:119311416-119311529	0	0
chr11:-:119311945-119312051	0	0
chr11:-:119420363-119420868	0.025	0.025
chr11:-:123058311-123058728	0.025	0.025
chr11:-:123058334-123058362	0.025	0.025
chr11:-:123059229-123059478	0.025	0.025
chr11:-:123059249-123059472	0.025	0.025
chr11:-:123059724-123059815	0.025	0.025
chr11:-:123059755-123059778	0	0
chr11:-:123059762-123059881	0	0
chr11:-:123060018-123060115	0.025	0.025
chr11:-:123060211-123061126	0	0
chr11:-:123060237-123060697	0.025	0.025
chr11:-:123060625-123060649	0.025	0.025
chr11:-:123060773-123061119	0.15	0.15
chr11:-:126263536-126263577	0	0
chr11:-:126266271-126266468	0	0
chr11:-:126266629-126266778	0	0
chr11:-:126267327-126267548	0	0
chr11:-:128490576-128497572	0	0
chr11:-:128497674-128521912	0	0
chr11:-:128511523-128511574	0	0
chr11:-:14461310-14464910	0	0
chr11:-:14467177-14468680	0	0
chr11:-:14468856-14469335	0	0
chr11:-:14494320-14498837	0	0
chr11:-:14510951-14512090	0	0
chr11:-:14513643-14514309	0	0
chr11:-:14517976-14518996	0	0
chr11:-:17075191-17075453	0.1	0.1
chr11:-:17075197-17075588	0.025	0.025
chr11:-:17075197-17077167	0	0
chr11:-:17075515-17077167	0.025	0.025
chr11:-:17075546-17075599	0.025	0.025
chr11:-:17075572-17077167	0	0
chr11:-:1752878-1752925	0.075	0.075
chr11:-:1752996-1754044	0.025	0.025
chr11:-:1753174-1753338	0.075	0.075
chr11:-:1753206-1753517	0.025	0.025
chr11:-:1753219-1753532	0.025	0.025
chr11:-:1753252-1753274	0.025	0.025
chr11:-:1753447-1753494	0.025	0.025
chr11:-:1753494-1753532	0.025	0.025
chr11:-:1754131-1754919	0.025	0.025
chr11:-:1754138-1757323	0	0
chr11:-:1755020-1757323	0	0
chr11:-:1755028-1756274	0	0
chr11:-:1757450-1758968	0.05	0.05
chr11:-:1757468-1757500	0.025	0.025
chr11:-:1759621-1761422	0.025	0.025
chr11:-:1760170-1761308	0.025	0.025
chr11:-:1761374-1763791	0.125	0.125
chr11:-:1761468-1761815	0	0
chr11:-:1761468-1762061	0.075	0.075
chr11:-:2945643-2949226	0	0
chr11:-:2945643-2951258	0.05	0.05
chr11:-:2948481-2948516	0	0
chr11:-:2951809-2952837	0	0
chr11:-:2953590-2954300	0	0
chr11:-:2955766-2955875	0	0
chr11:-:2955766-2957511	0	0
chr11:-:2958561-2959769	0	0
chr11:-:2959909-2969802	0	0
chr11:-:2979237-2991511	0	0
chr11:-:2982762-2982895	0	0
chr11:-:2989197-2991793	0.025	0.025
chr11:-:2989197-2992253	0.1	0.1
chr11:-:319810-320343	0.025	0.025
chr11:-:319813-319948	0.025	0.025
chr11:-:319975-320564	0.025	0.025
chr11:-:319979-320564	0.025	0.025
chr11:-:33715031-33715572	0	0
chr11:-:44935686-44936802	0	0
chr11:-:44936878-44937303	0	0
chr11:-:44938366-44949972	0	0
chr11:-:44939281-44940513	0	0
chr11:-:46677667-46678243	0	0
chr11:-:46677916-46678021	0	0
chr11:-:46688257-46695659	0	0
chr11:-:47355072-47355310	0	0
chr11:-:47355146-47355198	0	0
chr11:-:47355517-47358843	0	0
chr11:-:47355542-47358843	0	0
chr11:-:47357171-47357273	0	0
chr11:-:47359875-47359921	0	0
chr11:-:47370277-47370576	0	0
chr11:-:47424711-47425118	0	0
chr11:-:47724695-47731373	0.025	0.025
chr11:-:47727992-47728363	0.1	0.1
chr11:-:47728130-47728499	0.025	0.025
chr11:-:47728822-47729145	0	0
chr11:-:47730187-47731373	0	0
chr11:-:47736740-47746055	0.225	0.225
chr11:-:47746394-47747505	0	0
chr11:-:47746394-47749939	0	0
chr11:-:47750681-47750915	0	0
chr11:-:47751025-47751142	0	0
chr11:-:47751171-47752915	0	0
chr11:-:47752397-47752915	0	0
chr11:-:47753099-47754527	0	0
chr11:-:47754664-47756772	0	0
chr11:-:47765362-47767062	0.675	0.675
chr11:-:5225657-5226698	0.025	0.025
chr11:-:5225657-5226929	0.025	0.025
chr11:-:57300595-57300883	0.025	0.025
chr11:-:57300600-57300751	0	0
chr11:-:57300972-57301806	0.025	0.025
chr11:-:57300975-57301806	0	0
chr11:-:57301913-57302073	0.025	0.025
chr11:-:57302204-57302458	0	0
chr11:-:57302227-57302458	0.05	0.05
chr11:-:57302682-57308394	0	0
chr11:-:57303095-57308394	0	0
chr11:-:57309035-57309277	0	0
chr11:-:57309988-57311484	0.2	0.2
chr11:-:57310332-57310380	0.025	0.025
chr11:-:57310556-57311068	0	0
chr11:-:57312811-57312932	0	0
chr11:-:57312932-57313508	0.025	0.025
chr11:-:57312935-57313508	0.075	0.075
chr11:-:57313422-57313508	0	0
chr11:-:57320352-57321791	0	0
chr11:-:57327876-57328296	0	0
chr11:-:57327882-57328302	0.025	0.025
chr11:-:57328426-57328518	0	0
chr11:-:57328426-57330120	0.025	0.025
chr11:-:57331881-57332151	0	0
chr11:-:57332481-57332624	0.025	0.025
chr11:-:57332708-57332958	0	0
chr11:-:57332813-57332958	0	0
chr11:-:57332855-57333009	0	0
chr11:-:57333071-57333434	0.025	0.025
chr11:-:57333144-57333434	0.025	0.025
chr11:-:57335160-57335729	0	0
chr11:-:57530234-57530344	0	0
chr11:-:57530538-57530657	0	0
chr11:-:57552161-57552226	0.025	0.025
chr11:-:57554623-57557234	0.075	0.075
chr11:-:57557485-57560336	0	0
chr11:-:57560429-57567584	0.025	0.025
chr11:-:60181741-60183065	0	0
chr11:-:60898597-60898913	0	0
chr11:-:61312063-61313498	0	0
chr11:-:61313585-61313861	0.025	0.025
chr11:-:61313585-61314046	0	0
chr11:-:61410994-61411768	0	0
chr11:-:61411081-61411768	0.025	0.025
chr11:-:61413986-61415665	0.025	0.025
chr11:-:61415755-61416104	0	0
chr11:-:61421491-61429181	0	0
chr11:-:61421553-61429181	0	0
chr11:-:61789235-61789798	0	0
chr11:-:61789235-61789812	0.025	0.025
chr11:-:61790559-61792555	0.025	0.025
chr11:-:61790599-61792555	0.025	0.025
chr11:-:61964675-61964701	0.05	0.05
chr11:-:61964675-61964809	0.025	0.025
chr11:-:61964742-61967311	0.025	0.025
chr11:-:61964754-61964869	0.025	0.025
chr11:-:61965030-61965057	0.025	0.025
chr11:-:61965407-61967311	0.025	0.025
chr11:-:61965438-61967311	0.05	0.05
chr11:-:61965443-61967311	0.2	0.2
chr11:-:61965479-61967311	0.125	0.125
chr11:-:61967371-61967434	0.025	0.025
chr11:-:61967373-61967401	0.025	0.025
chr11:-:61967462-61967551	0.8	0.8
chr11:-:62516533-62516579	0	0
chr11:-:62516557-62516583	0.025	0.025
chr11:-:62516763-62516949	0	0
chr11:-:62516988-62517009	0.025	0.025
chr11:-:62517142-62517352	0.025	0.025
chr11:-:62517195-62517240	0.025	0.025
chr11:-:62517195-62517547	0.025	0.025
chr11:-:62517957-62517999	0.025	0.025
chr11:-:62518195-62518399	0.025	0.025
chr11:-:62518221-62519325	0	0
chr11:-:62518593-62518681	0	0
chr11:-:62518654-62518873	0	0
chr11:-:62518887-62518990	0.025	0.025
chr11:-:62518887-62519736	0	0
chr11:-:62518935-62519778	0.05	0.05
chr11:-:62519488-62519638	0.025	0.025
chr11:-:62519488-62520967	0.025	0.025
chr11:-:62519517-62520321	0.025	0.025
chr11:-:62519736-62520321	0.025	0.025
chr11:-:62519823-62526249	0	0
chr11:-:62519838-62520606	0.025	0.025
chr11:-:62519838-62520768	0	0
chr11:-:62519937-62520321	0.7	0.7
chr11:-:62519937-62520705	0.025	0.025
chr11:-:62519971-62520355	0.875	0.875
chr11:-:62519971-62522131	0	0
chr11:-:62519971-62522899	0.025	0.025
chr11:-:62519971-62525245	0.025	0.025
chr11:-:62519971-62526013	0.025	0.025
chr11:-:62519971-62526397	0.075	0.075
chr11:-:62519971-62530549	0.075	0.075
chr11:-:62519998-62520382	0.325	0.325
chr11:-:62519998-62526823	0	0
chr11:-:62520027-62520321	0.05	0.05
chr11:-:62520027-62520411	0.025	0.025
chr11:-:62520027-62522571	0.025	0.025
chr11:-:62520027-62526069	0.025	0.025
chr11:-:62520027-62532483	0.025	0.025
chr11:-:62520070-62520454	1	1
chr11:-:62520070-62521000	0	0
chr11:-:62520070-62521462	0.05	0.05
chr11:-:62520070-62521846	0	0
chr11:-:62520070-62522230	0.075	0.075
chr11:-:62520070-62522998	0.05	0.05
chr11:-:62520070-62523604	0.05	0.05
chr11:-:62520070-62525344	0.225	0.225
chr11:-:62520070-62526496	0	0
chr11:-:62520070-62529880	0	0
chr11:-:62520070-62530264	0.05	0.05
chr11:-:62520222-62520606	0.1	0.1
chr11:-:62520222-62520768	0.025	0.025
chr11:-:62520222-62521008	0	0
chr11:-:62520222-62525112	0.125	0.125
chr11:-:62520256-62521462	0	0
chr11:-:62520256-62522230	0	0
chr11:-:62520321-62520705	0.2	0.2
chr11:-:62520321-62520927	0.025	0.025
chr11:-:62520321-62521107	0	0
chr11:-:62520321-62521329	0	0
chr11:-:62520321-62521713	0.375	0.375
chr11:-:62520321-62522481	0	0
chr11:-:62520321-62524827	0	0
chr11:-:62520349-62520511	0.05	0.05
chr11:-:62520354-62522899	0.025	0.025
chr11:-:62520453-62529880	0	0
chr11:-:62520558-62521182	0.475	0.475
chr11:-:62520598-62521000	0.175	0.175
chr11:-:62520598-62521606	0	0
chr11:-:62520598-62525488	0	0
chr11:-:62520598-62526256	0.025	0.025
chr11:-:62520598-62526640	0	0
chr11:-:62520606-62520768	0.075	0.075
chr11:-:62520606-62521008	0.275	0.275
chr11:-:62520606-62521614	0.05	0.05
chr11:-:62520606-62521998	0.15	0.15
chr11:-:62520768-62521008	0.05	0.05
chr11:-:62520768-62521230	0.05	0.05
chr11:-:62520768-62521614	0.025	0.025
chr11:-:62520768-62525415	0.125	0.125
chr11:-:62520898-62531680	0.025	0.025
chr11:-:62520906-62521308	0	0
chr11:-:62520927-62521107	0.1	0.1
chr11:-:62520927-62528133	0.025	0.025
chr11:-:62520940-62520967	0.025	0.025
chr11:-:62520967-62521000	0	0
chr11:-:62520967-62521189	0.325	0.325
chr11:-:62521000-62521222	0.3	0.3
chr11:-:62521000-62521462	0	0
chr11:-:62521000-62521606	0.675	0.675
chr11:-:62521000-62525104	0	0
chr11:-:62521000-62525488	0.1	0.1
chr11:-:62521000-62526256	0	0
chr11:-:62521000-62526640	0.075	0.075
chr11:-:62521008-62521230	0.45	0.45
chr11:-:62521107-62521329	0.05	0.05
chr11:-:62521182-62521215	0.05	0.05
chr11:-:62521182-62521566	0.35	0.35
chr11:-:62521182-62521950	0.025	0.025
chr11:-:62521182-62526600	0.025	0.025
chr11:-:62521215-62521599	0.225	0.225
chr11:-:62521215-62525097	0.05	0.05
chr11:-:62521273-62521657	0.375	0.375
chr11:-:62521329-62521713	0.925	0.925
chr11:-:62521434-62521818	0.05	0.05
chr11:-:62521462-62521846	0.475	0.475
chr11:-:62521462-62522230	0.45	0.45
chr11:-:62521462-62522998	0.15	0.15
chr11:-:62521462-62525344	0.075	0.075
chr11:-:62521462-62529880	0.025	0.025
chr11:-:62521545-62521566	0.025	0.025
chr11:-:62521545-62526216	0.025	0.025
chr11:-:62521566-62522334	0.025	0.025
chr11:-:62521566-62522718	0.025	0.025
chr11:-:62521606-62522230	0.025	0.025
chr11:-:62521606-62522374	0.05	0.05
chr11:-:62521606-62522758	0.075	0.075
chr11:-:62521606-62525104	0.025	0.025
chr11:-:62521606-62525488	0.025	0.025
chr11:-:62521606-62526640	0.05	0.05
chr11:-:62521614-62521713	0	0
chr11:-:62521614-62521998	0.225	0.225
chr11:-:62521614-62522382	0.025	0.025
chr11:-:62521614-62525112	0.075	0.075
chr11:-:62521614-62531547	0	0
chr11:-:62521648-62522230	0	0
chr11:-:62521648-62522374	0.05	0.05
chr11:-:62521669-62526496	0	0
chr11:-:62521713-62522097	0	0
chr11:-:62521713-62522481	0.1	0.1
chr11:-:62521713-62524827	0.025	0.025
chr11:-:62521747-62521909	0.25	0.25
chr11:-:62521747-62522131	0.525	0.525
chr11:-:62521747-62522293	0.2	0.2
chr11:-:62521747-62522515	0.3	0.3
chr11:-:62521747-62522899	0.05	0.05
chr11:-:62521747-62524861	0.025	0.025
chr11:-:62521747-62526013	0.025	0.025
chr11:-:62521747-62526175	0	0
chr11:-:62521747-62526397	0.075	0.075
chr11:-:62521747-62526781	0.025	0.025
chr11:-:62521747-62530549	0.1	0.1
chr11:-:62521831-62530264	0	0
chr11:-:62521875-62523633	0.025	0.025
chr11:-:62521950-62522334	0.375	0.375
chr11:-:62521950-62522718	0.05	0.05
chr11:-:62521950-62523102	0.025	0.025
chr11:-:62521950-62526600	0.025	0.025
chr11:-:62521990-62522374	0.125	0.125
chr11:-:62522230-62522998	0.4	0.4
chr11:-:62522230-62523604	0.025	0.025
chr11:-:62522230-62526496	0.025	0.025
chr11:-:62522230-62529880	0.15	0.15
chr11:-:62522230-62530264	0	0
chr11:-:62522292-62522323	0.025	0.025
chr11:-:62522323-62522685	0.025	0.025
chr11:-:62522334-62522718	0.025	0.025
chr11:-:62522334-62523102	0.125	0.125
chr11:-:62522334-62523324	0.05	0.05
chr11:-:62522367-62522751	0.075	0.075
chr11:-:62522374-62522758	0	0
chr11:-:62522374-62523142	0	0
chr11:-:62522374-62526640	0	0
chr11:-:62522382-62525112	0.125	0.125
chr11:-:62522382-62525496	0.1	0.1
chr11:-:62522382-62526648	0.025	0.025
chr11:-:62522416-62522515	0.025	0.025
chr11:-:62522437-62523304	0.025	0.025
chr11:-:62522437-62526496	0.025	0.025
chr11:-:62522461-62522844	0	0
chr11:-:62522481-62522571	0.025	0.025
chr11:-:62522481-62523471	0.125	0.125
chr11:-:62522481-62524827	0.025	0.025
chr11:-:62522515-62522899	0.05	0.05
chr11:-:62522515-62526397	0.025	0.025
chr11:-:62522571-62522955	0	0
chr11:-:62522571-62524917	0.1	0.1
chr11:-:62522571-62526069	0.075	0.075
chr11:-:62522614-62522998	0.025	0.025
chr11:-:62522685-62523069	0.175	0.175
chr11:-:62522685-62523291	0.025	0.025
chr11:-:62522685-62524647	0	0
chr11:-:62522718-62523324	0.125	0.125
chr11:-:62522718-62525064	0.25	0.25
chr11:-:62522766-62525031	0	0
chr11:-:62522766-62525112	0.075	0.075
chr11:-:62522766-62526648	0.05	0.05
chr11:-:62522821-62523304	0.05	0.05
chr11:-:62522830-62522899	0.025	0.025
chr11:-:62522844-62523357	0.025	0.025
chr11:-:62522844-62523834	0.4	0.4
chr11:-:62522844-62525112	0.075	0.075
chr11:-:62522865-62523471	0	0
chr11:-:62522865-62524827	0	0
chr11:-:62522899-62523061	0.05	0.05
chr11:-:62522899-62523283	0.05	0.05
chr11:-:62522899-62523304	0.025	0.025
chr11:-:62522899-62524861	0.075	0.075
chr11:-:62522899-62527582	0.025	0.025
chr11:-:62522899-62529781	0.025	0.025
chr11:-:62522899-62530549	0.125	0.125
chr11:-:62522983-62530264	0	0
chr11:-:62522998-62523604	0.55	0.55
chr11:-:62522998-62525245	0	0
chr11:-:62522998-62525344	0.575	0.575
chr11:-:62522998-62526496	0.175	0.175
chr11:-:62522998-62529880	0.2	0.2
chr11:-:62522998-62530264	0.2	0.2
chr11:-:62523027-62523633	0.2	0.2
chr11:-:62523027-62524017	0	0
chr11:-:62523102-62523324	0.475	0.475
chr11:-:62523136-62523741	0	0
chr11:-:62523304-62523667	0.05	0.05
chr11:-:62523304-62523688	0.3	0.3
chr11:-:62523312-62523675	0.025	0.025
chr11:-:62523324-62523357	0.025	0.025
chr11:-:62523324-62523855	0.025	0.025
chr11:-:62523324-62526600	0.05	0.05
chr11:-:62523436-62523471	0.025	0.025
chr11:-:62523442-62523748	0.05	0.05
chr11:-:62523442-62525104	0.025	0.025
chr11:-:62523471-62523855	0	0
chr11:-:62523471-62524827	0.2	0.2
chr11:-:62523501-62524680	0	0
chr11:-:62523501-62533660	0	0
chr11:-:62523688-62523736	0	0
chr11:-:62523748-62524072	0.025	0.025
chr11:-:62523748-62525104	0	0
chr11:-:62523756-62526648	0	0
chr11:-:62523790-62526640	0.025	0.025
chr11:-:62523834-62524107	0.075	0.075
chr11:-:62523834-62524584	0.15	0.15
chr11:-:62523834-62525190	0.55	0.55
chr11:-:62523847-62523969	0.025	0.025
chr11:-:62523988-62526496	0	0
chr11:-:62523988-62529880	0.075	0.075
chr11:-:62523988-62530264	0.025	0.025
chr11:-:62523988-62532091	0	0
chr11:-:62524071-62524092	0.025	0.025
chr11:-:62524080-62525031	0.1	0.1
chr11:-:62524092-62524458	0.05	0.05
chr11:-:62524092-62524680	0	0
chr11:-:62524107-62524140	0.025	0.025
chr11:-:62524458-62525064	0.15	0.15
chr11:-:62524465-62527582	0.025	0.025
chr11:-:62524506-62525112	0	0
chr11:-:62524584-62525190	0	0
chr11:-:62524680-62525064	0.025	0.025
chr11:-:62524728-62530032	0	0
chr11:-:62524861-62524909	0	0
chr11:-:62524861-62525245	0.65	0.65
chr11:-:62524888-62524989	0.025	0.025
chr11:-:62524917-62525301	0.05	0.05
chr11:-:62524917-62526069	0.175	0.175
chr11:-:62525022-62525064	0.025	0.025
chr11:-:62525022-62525097	0.025	0.025
chr11:-:62525031-62525415	0	0
chr11:-:62525031-62525799	0.025	0.025
chr11:-:62525052-62525820	0.025	0.025
chr11:-:62525112-62525190	0.025	0.025
chr11:-:62525112-62525496	0.775	0.775
chr11:-:62525167-62525820	0.025	0.025
chr11:-:62525167-62526496	0	0
chr11:-:62525190-62525496	0.025	0.025
chr11:-:62525190-62525958	0	0
chr11:-:62525190-62526648	0	0
chr11:-:62525245-62525629	0.15	0.15
chr11:-:62525245-62526013	0.025	0.025
chr11:-:62525245-62527582	0.025	0.025
chr11:-:62525245-62530549	0.5	0.5
chr11:-:62525373-62525757	0	0
chr11:-:62525448-62525496	0.025	0.025
chr11:-:62525482-62526640	0.025	0.025
chr11:-:62525488-62526256	0.125	0.125
chr11:-:62525488-62526496	0.025	0.025
chr11:-:62525488-62526640	0.2	0.2
chr11:-:62525496-62525820	0.025	0.025
chr11:-:62525530-62526640	0.05	0.05
chr11:-:62525566-62526640	0.025	0.025
chr11:-:62525574-62525958	0.025	0.025
chr11:-:62525637-62525799	0.525	0.525
chr11:-:62525728-62526496	0.15	0.15
chr11:-:62525728-62529880	0.15	0.15
chr11:-:62525799-62526183	0.025	0.025
chr11:-:62525799-62529325	0	0
chr11:-:62525865-62526249	0	0
chr11:-:62526040-62526781	0.025	0.025
chr11:-:62526069-62526453	0	0
chr11:-:62526112-62526496	0.425	0.425
chr11:-:62526195-62526216	0.05	0.05
chr11:-:62526264-62526648	0.5	0.5
chr11:-:62526298-62529076	0	0
chr11:-:62526306-62526648	0.025	0.025
chr11:-:62526342-62527104	0.025	0.025
chr11:-:62526384-62526768	0.15	0.15
chr11:-:62526424-62526496	0	0
chr11:-:62526424-62526781	0.025	0.025
chr11:-:62526424-62530576	0.025	0.025
chr11:-:62526496-62530264	0.1	0.1
chr11:-:62526640-62530264	0.025	0.025
chr11:-:62526682-62529076	0.025	0.025
chr11:-:62526726-62527104	0	0
chr11:-:62526781-62527582	0.15	0.15
chr11:-:62526808-62527609	0.025	0.025
chr11:-:62526880-62529880	0.4	0.4
chr11:-:62526978-62530752	0.025	0.025
chr11:-:62527179-62527298	0	0
chr11:-:62527389-62527548	0.025	0.025
chr11:-:62527408-62527792	0.025	0.025
chr11:-:62527483-62529076	0.025	0.025
chr11:-:62527492-62528863	0.475	0.475
chr11:-:62527519-62527792	0.1	0.1
chr11:-:62527548-62527932	0.1	0.1
chr11:-:62527548-62528133	0.575	0.575
chr11:-:62527548-62529525	0.025	0.025
chr11:-:62527548-62530899	0.225	0.225
chr11:-:62527582-62527966	0.025	0.025
chr11:-:62527582-62530549	0.05	0.05
chr11:-:62527582-62530933	0.025	0.025
chr11:-:62527609-62528194	0.05	0.05
chr11:-:62527681-62529880	0.025	0.025
chr11:-:62527785-62528370	0.675	0.675
chr11:-:62527785-62529378	0.05	0.05
chr11:-:62527785-62530752	0.025	0.025
chr11:-:62527792-62528167	0.025	0.025
chr11:-:62527833-62528034	0.3	0.3
chr11:-:62527833-62528697	0.025	0.025
chr11:-:62527867-62528377	0.025	0.025
chr11:-:62527867-62529076	0.025	0.025
chr11:-:62527876-62528077	0.65	0.65
chr11:-:62527903-62528377	0.025	0.025
chr11:-:62527903-62531680	0.025	0.025
chr11:-:62527918-62530264	0	0
chr11:-:62527933-62527954	0.075	0.075
chr11:-:62527933-62528133	0	0
chr11:-:62527954-62528008	0	0
chr11:-:62527954-62528359	0.125	0.125
chr11:-:62527954-62528539	0.375	0.375
chr11:-:62527954-62528740	0.5	0.5
chr11:-:62527974-62528559	0.725	0.725
chr11:-:62527987-62528053	0	0
