chr	source	start	end	strand	enst	symbol	ensg
1	havana	228140279	228148951	+	ENST00000453943	GUK1	ENSG00000143774
2	ensembl_havana	3575260	3580920	+	ENST00000645674	RPS7	ENSG00000171863
2	havana	3575321	3580878	+	ENST00000647131	RPS7	ENSG00000171863
2	ensembl_havana	26190635	26244632	-	ENST00000380649	HADHA	ENSG00000084754
2	ensembl_havana	26244939	26290465	+	ENST00000317799	HADHB	ENSG00000138029
2	ensembl_havana	61187463	61471087	-	ENST00000398571	USP34	ENSG00000115464
2	ensembl_havana	46297407	46386697	+	ENST00000263734	EPAS1	ENSG00000116016
2	ensembl_havana	84905656	84906671	+	ENST00000233143	TMSB10	ENSG00000034510
2	ensembl_havana	74834127	74893359	+	ENST00000290573	HK2	ENSG00000159399
2	ensembl_havana	101002289	101007267	+	ENST00000264258	RPL31	ENSG00000071082
2	ensembl_havana	101002293	101006418	+	ENST00000409320	RPL31	ENSG00000071082
2	havana	101002293	101006419	+	ENST00000409733	RPL31	ENSG00000071082
2	havana	101002691	101006071	+	ENST00000456292	RPL31	ENSG00000071082
2	ensembl_havana	20032650	20051628	-	ENST00000175091	LAPTM4A	ENSG00000068697
2	havana	20033169	20035243	-	ENST00000483117	LAPTM4A	ENSG00000068697
2	havana	38744893	38751358	-	ENST00000409276	SRSF7	ENSG00000115875
2	havana	38744918	38751352	-	ENST00000443213	SRSF7	ENSG00000115875
2	ensembl_havana	84423528	84459280	-	ENST00000393868	SUCLG1	ENSG00000163541
2	havana	113890063	113931369	+	ENST00000443297	ACTR3	ENSG00000115091
2	ensembl_havana	113890598	113957591	+	ENST00000535589	ACTR3	ENSG00000115091
2	ensembl_havana	96274338	96305546	-	ENST00000323853	SNRNP200	ENSG00000144028
2	havana	96274731	96284723	-	ENST00000497539	SNRNP200	ENSG00000144028
2	havana	96285217	96321271	-	ENST00000652267	SNRNP200	ENSG00000144028
2	ensembl_havana	120252852	120294710	+	ENST00000272519	RALB	ENSG00000144118
2	ensembl_havana	100562993	100576739	+	ENST00000264254	PDCL3	ENSG00000115539
2	ensembl_havana	216109348	216206293	+	ENST00000392132	XRCC5	ENSG00000079246
2	ensembl_havana	161308425	161411717	+	ENST00000409682	PSMD14	ENSG00000115233
2	ensembl_havana	68178857	68252532	-	ENST00000234310	PPP3R1	ENSG00000221823
2	ensembl_havana	189031898	189179761	-	ENST00000374866	COL5A2	ENSG00000204262
2	ensembl_havana	241315925	241354027	+	ENST00000391971	SEPTIN2	ENSG00000168385
2	ensembl_havana	74471982	74472680	-	ENST00000258105	MRPL53	ENSG00000204822
2	havana	74526652	74529697	-	ENST00000463900	AUP1	ENSG00000115307
2	ensembl_havana	215312059	215349764	+	ENST00000236959	ATIC	ENSG00000138363
2	ensembl_havana	188974373	189012746	+	ENST00000304636	COL3A1	ENSG00000168542
2	ensembl_havana	131483960	131492397	-	ENST00000309451	MZT2A	ENSG00000173272
2	ensembl_havana	189560590	189580786	-	ENST00000261024	SLC40A1	ENSG00000138449
2	ensembl_havana	219171897	219176925	-	ENST00000360507	CNPPD1	ENSG00000115649
2	ensembl_havana	130182262	130190727	+	ENST00000281871	MZT2B	ENSG00000152082
2	havana	32023905	32039805	-	ENST00000342166	DPY30	ENSG00000162961
2	ensembl_havana	63588963	63607197	+	ENST00000233114	MDH1	ENSG00000014641
2	havana	63588963	63607197	+	ENST00000539945	MDH1	ENSG00000014641
2	ensembl_havana	27381199	27409591	-	ENST00000344034	PPM1G	ENSG00000115241
2	ensembl_havana	27428631	27442259	+	ENST00000379852	NRBP1	ENSG00000115216
2	ensembl_havana	208236229	208255071	-	ENST00000345146	IDH1	ENSG00000138413
2	ensembl_havana	102142746	102179874	+	ENST00000410023	IL1R1	ENSG00000115594
2	ensembl_havana	197389784	197435028	-	ENST00000335508	SF3B1	ENSG00000115524
2	ensembl_havana	197500379	197503449	+	ENST00000233893	HSPE1	ENSG00000115541
2	ensembl_havana	169798871	169812064	+	ENST00000260956	SSB	ENSG00000138385
2	ensembl_havana	197486584	197499840	-	ENST00000388968	HSPD1	ENSG00000144381
2	ensembl_havana	15591868	15631101	+	ENST00000233084	DDX1	ENSG00000079785
2	havana	231454749	231464489	-	ENST00000678828	NCL	ENSG00000115053
2	havana	231454752	231464518	-	ENST00000678246	NCL	ENSG00000115053
2	havana	231454895	231464551	-	ENST00000676690	NCL	ENSG00000115053
2	havana	231455191	231464199	-	ENST00000454824	NCL	ENSG00000115053
2	havana	240130828	240136305	-	ENST00000607357	COPS9	ENSG00000172428
2	ensembl_havana	70281362	70293740	-	ENST00000272348	SNRPG	ENSG00000143977
2	ensembl_havana	231056867	231172827	+	ENST00000308696	PSMD1	ENSG00000173692
2	havana	20200797	20225130	-	ENST00000254351	SDC1	ENSG00000115884
2	ensembl_havana	20447074	20449440	+	ENST00000272233	RHOB	ENSG00000143878
2	ensembl_havana	74152528	74178879	-	ENST00000396049	MOB1A	ENSG00000114978
2	havana	175178067	175181710	-	ENST00000409194	ATP5MC3	ENSG00000154518
2	ensembl_havana	231707684	231713108	+	ENST00000409321	PTMA	ENSG00000187514
2	havana	231708525	231713551	+	ENST00000409115	PTMA	ENSG00000187514
2	ensembl_havana	231708516	231713536	+	ENST00000341369	PTMA	ENSG00000187514
2	havana	215360862	215436068	-	ENST00000446046	FN1	ENSG00000115414
2	havana	215360862	215436073	-	ENST00000443816	FN1	ENSG00000115414
2	havana	215360865	215436067	-	ENST00000432072	FN1	ENSG00000115414
2	ensembl_havana	215360866	215436068	-	ENST00000356005	FN1	ENSG00000115414
2	havana	215361147	215393147	-	ENST00000456923	FN1	ENSG00000115414
2	havana	215370380	215372439	-	ENST00000485567	FN1	ENSG00000115414
2	havana	215371864	215375725	-	ENST00000460217	FN1	ENSG00000115414
2	havana	215414661	215436073	-	ENST00000426059	FN1	ENSG00000115414
2	ensembl_havana	69013179	69249327	+	ENST00000303714	ANTXR1	ENSG00000169604
2	ensembl_havana	222860942	222942222	+	ENST00000392066	ACSL3	ENSG00000123983
2	ensembl_havana	74361157	74392087	-	ENST00000409240	DCTN1	ENSG00000204843
2	havana	55232678	55235755	+	ENST00000404735	RPS27A	ENSG00000143947
2	ensembl_havana	55232688	55235853	+	ENST00000272317	RPS27A	ENSG00000143947
2	havana	69325423	69387130	-	ENST00000674438	GFPT1	ENSG00000198380
2	ensembl_havana	149569637	149587775	-	ENST00000303319	MMADHC	ENSG00000168288
2	havana	110211529	110212547	-	ENST00000611969	MTLN	ENSG00000175701
2	ensembl_havana	96184859	96208827	-	ENST00000337288	STARD7	ENSG00000084090
2	ensembl_havana	201072001	201085750	+	ENST00000237889	NDUFB3	ENSG00000119013
2	havana	69893964	69904671	+	ENST00000450162	SNRNP27	ENSG00000124380
2	ensembl_havana	70087477	70089203	+	ENST00000303577	PCBP1	ENSG00000169564
2	ensembl_havana	171522474	171558129	+	ENST00000321348	CYBRD1	ENSG00000071967
2	ensembl_havana	99337389	99401326	+	ENST00000289371	EIF5B	ENSG00000158417
2	ensembl_havana	219279344	219286898	+	ENST00000392086	DNAJB2	ENSG00000135924
2	ensembl_havana	135741855	135785056	+	ENST00000272638	UBXN4	ENSG00000144224
2	ensembl_havana	26034084	26137454	+	ENST00000264710	RAB10	ENSG00000084733
2	havana	26034107	26135347	+	ENST00000495146	RAB10	ENSG00000084733
2	havana	26098530	26135068	+	ENST00000473035	RAB10	ENSG00000084733
2	ensembl_havana	237324018	237414164	-	ENST00000295550	COL6A3	ENSG00000163359
2	ensembl_havana	237324085	237414148	-	ENST00000472056	COL6A3	ENSG00000163359
2	havana	237324304	237414172	-	ENST00000353578	COL6A3	ENSG00000163359
2	havana	241229212	241315292	-	ENST00000391976	HDLBP	ENSG00000115677
2	havana	241255328	241256708	-	ENST00000470710	HDLBP	ENSG00000115677
2	ensembl_havana	8682056	8684461	+	ENST00000396290	ID2	ENSG00000115738
2	ensembl_havana	202206182	202238597	-	ENST00000392246	SUMO1	ENSG00000116030
2	ensembl_havana	202265763	202303661	+	ENST00000264279	NOP58	ENSG00000055044
2	havana	200853081	200864691	-	ENST00000473565	CLK1	ENSG00000013441
2	ensembl_havana	230712842	230821075	+	ENST00000258418	CAB39	ENSG00000135932
2	havana	119366977	119372543	+	ENST00000355857	DBI	ENSG00000155368
2	ensembl_havana	73234308	73253005	+	ENST00000258091	CCT7	ENSG00000135624
2	ensembl_havana	232633604	232682776	+	ENST00000264059	EFHD1	ENSG00000115468
2	havana	232662733	232682770	+	ENST00000410095	EFHD1	ENSG00000115468
2	ensembl_havana	237487251	237553994	+	ENST00000338530	MLPH	ENSG00000115648
2	havana	237487275	237511622	+	ENST00000469619	MLPH	ENSG00000115648
2	ensembl_havana	27032965	27041694	+	ENST00000238788	TMEM214	ENSG00000119777
2	ensembl_havana	27070472	27071654	-	ENST00000456793	OST4	ENSG00000228474
2	ensembl_havana	27078615	27086403	+	ENST00000380320	EMILIN1	ENSG00000138080
2	havana	27212041	27217157	+	ENST00000380171	ATRAID	ENSG00000138085
2	ensembl_havana	97646062	97648383	+	ENST00000258424	COX5B	ENSG00000135940
2	ensembl_havana	97655939	97664044	-	ENST00000289228	ACTR1B	ENSG00000115073
2	ensembl_havana	206159895	206162928	+	ENST00000392222	EEF1B2	ENSG00000114942
2	havana	200811910	200815715	+	ENST00000464483	BZW1	ENSG00000082153
2	ensembl_havana	200812185	200823238	+	ENST00000409226	BZW1	ENSG00000082153
2	ensembl_havana	218217189	218254348	+	ENST00000315717	ARPC2	ENSG00000163466
2	havana	218264129	218270137	-	ENST00000248450	AAMP	ENSG00000127837
2	ensembl_havana	218274197	218292503	-	ENST00000258412	TMBIM1	ENSG00000135926
2	ensembl_havana	218399868	218405941	+	ENST00000273062	CTDSP1	ENSG00000144579
2	ensembl_havana	85318027	85327989	-	ENST00000377386	TGOLN2	ENSG00000152291
2	ensembl_havana	85394753	85410366	-	ENST00000263867	CAPG	ENSG00000042493
2	ensembl_havana	85539168	85545281	+	ENST00000306434	MAT2A	ENSG00000168906
2	havana	85539642	85543608	+	ENST00000409017	MAT2A	ENSG00000168906
2	ensembl_havana	85577586	85582031	+	ENST00000263864	VAMP8	ENSG00000118640
2	ensembl_havana	85595745	85597708	+	ENST00000306368	RNF181	ENSG00000168894
2	ensembl_havana	232550689	232569210	+	ENST00000258416	EIF4E2	ENSG00000135930
2	ensembl_havana	53864069	53970993	-	ENST00000404125	PSME4	ENSG00000068878
2	havana	131105336	131149845	+	ENST00000693505	PLEKHB2	ENSG00000115762
2	havana	71068619	71078641	+	ENST00000443938	NAGK	ENSG00000124357
2	ensembl_havana	10783391	10812785	-	ENST00000272227	PDIA6	ENSG00000143870
2	havana	216498850	216529454	+	ENST00000600880	RPL37A	ENSG00000197756
2	havana	216499086	216501463	+	ENST00000456586	RPL37A	ENSG00000197756
2	havana	216659618	216664285	+	ENST00000456764	IGFBP2	ENSG00000115457
2	ensembl_havana	216672105	216695549	-	ENST00000233813	IGFBP5	ENSG00000115461
2	ensembl_havana	136114349	136118149	-	ENST00000241393	CXCR4	ENSG00000121966
2	ensembl_havana	61868085	61888656	-	ENST00000394440	CCT4	ENSG00000115484
2	ensembl_havana	170929253	170967130	+	ENST00000234160	GORASP2	ENSG00000115806
2	ensembl_havana	108719482	108785809	+	ENST00000283195	RANBP2	ENSG00000153201
2	ensembl_havana	61905674	62136058	+	ENST00000311832	COMMD1	ENSG00000173163
2	ensembl_havana	112645939	112663825	+	ENST00000272542	SLC20A1	ENSG00000144136
2	ensembl_havana	27771717	27779734	+	ENST00000379666	MRPL33	ENSG00000243147
2	ensembl_havana	27771719	27779733	+	ENST00000296102	MRPL33	ENSG00000243147
2	ensembl_havana	28392858	28417317	+	ENST00000264716	FOSL2	ENSG00000075426
2	ensembl_havana	47160084	47176511	-	ENST00000272298	CALM2	ENSG00000143933
2	ensembl_havana	47369311	47387020	+	ENST00000263735	EPCAM	ENSG00000119888
2	ensembl_havana	237692145	237765279	+	ENST00000289175	LRRFIP1	ENSG00000124831
2	ensembl_havana	190969149	191014171	-	ENST00000361099	STAT1	ENSG00000115415
2	ensembl_havana	24067586	24076326	-	ENST00000233468	SF3B6	ENSG00000115128
2	ensembl_havana	54456327	54671446	+	ENST00000356805	SPTBN1	ENSG00000115306
2	havana	54457261	54629204	+	ENST00000389980	SPTBN1	ENSG00000115306
2	ensembl_havana	54972189	55050544	-	ENST00000317610	RTN4	ENSG00000115310
2	ensembl_havana	86503430	86563443	-	ENST00000263856	CHMP3	ENSG00000115561
2	havana	86505929	86542847	-	ENST00000409810	CHMP3	ENSG00000115561
2	ensembl_havana	9583967	9630997	-	ENST00000238081	YWHAQ	ENSG00000134308
2	havana	177212772	177219865	+	ENST00000435711	HNRNPA3	ENSG00000170144
2	havana	177213266	177220085	+	ENST00000679328	HNRNPA3	ENSG00000170144
2	havana	177216526	177219687	+	ENST00000432457	HNRNPA3	ENSG00000170144
2	ensembl_havana	186486260	186509361	+	ENST00000337859	ZC3H15	ENSG00000065548
2	havana	28751944	28781978	+	ENST00000418910	PPP1CB	ENSG00000213639
2	ensembl_havana	182924877	183038858	-	ENST00000360982	NCKAP1	ENSG00000061676
2	ensembl_havana	127480812	127526489	-	ENST00000295321	IWS1	ENSG00000163166
2	ensembl_havana	65086854	65130106	-	ENST00000409784	RAB1A	ENSG00000138069
2	ensembl_havana	65227831	65271253	+	ENST00000260641	ACTR2	ENSG00000138071
2	ensembl_havana	20248737	20350844	-	ENST00000361078	PUM2	ENSG00000055917
2	havana	20307981	20352222	-	ENST00000442400	PUM2	ENSG00000055917
2	ensembl_havana	1631887	1744515	-	ENST00000252804	PXDN	ENSG00000130508
2	ensembl_havana	264947	278283	+	ENST00000272065	ACP1	ENSG00000143727
2	ensembl_havana	43222402	43226606	-	ENST00000282388	ZFP36L2	ENSG00000152518
3	ensembl_havana	32481312	32502852	-	ENST00000205636	CMTM6	ENSG00000091317
3	ensembl_havana	50236204	50259362	+	ENST00000313601	GNAI2	ENSG00000114353
3	ensembl_havana	19947097	19985175	+	ENST00000273047	RAB5A	ENSG00000144566
3	ensembl_havana	47585269	47781893	-	ENST00000254480	SMARCC1	ENSG00000173473
3	havana	33114054	33143158	+	ENST00000449224	CRTAP	ENSG00000170275
3	havana	33115275	33132600	+	ENST00000485310	CRTAP	ENSG00000170275
3	ensembl_havana	100363431	100401089	-	ENST00000284320	TOMM70	ENSG00000154174
3	ensembl_havana	51385291	51389397	+	ENST00000528157	MANF	ENSG00000145050
3	ensembl_havana	69084937	69106092	+	ENST00000273258	ARL6IP5	ENSG00000144746
3	ensembl_havana	112532510	112561962	-	ENST00000283290	ATG3	ENSG00000144848
3	havana	141738297	141745702	+	ENST00000393000	RNF7	ENSG00000114125
3	havana	120396223	120403297	-	ENST00000480823	FSTL1	ENSG00000163430
3	havana	120396473	120450991	-	ENST00000424703	FSTL1	ENSG00000163430
3	havana	120396891	120400089	-	ENST00000488318	FSTL1	ENSG00000163430
3	ensembl_havana	120596336	120602507	+	ENST00000184266	NDUFB4	ENSG00000065518
3	ensembl_havana	122680839	122730840	+	ENST00000474629	PARP14	ENSG00000173193
3	ensembl_havana	149369022	149377649	-	ENST00000305366	TM4SF1	ENSG00000169908
3	ensembl_havana	172505508	172523430	-	ENST00000241261	TNFSF10	ENSG00000121858
3	havana	172046913	172397481	+	ENST00000416957	FNDC3B	ENSG00000075420
3	ensembl_havana	155870650	155937710	+	ENST00000295920	GMPS	ENSG00000163655
3	ensembl_havana	150541998	150546496	-	ENST00000239944	SERP1	ENSG00000120742
3	ensembl_havana	128619969	128650818	-	ENST00000296255	RPN1	ENSG00000163902
3	ensembl_havana	10115675	10127190	+	ENST00000530758	BRK1	ENSG00000254999
3	ensembl_havana	10300931	10321112	-	ENST00000350697	SEC13	ENSG00000157020
3	ensembl_havana	63833870	63863805	-	ENST00000295899	THOC7	ENSG00000163634
3	havana	23917132	23920989	+	ENST00000307839	RPL15	ENSG00000174748
3	havana	23917147	23919411	+	ENST00000412097	RPL15	ENSG00000174748
3	havana	23917148	23919552	+	ENST00000644185	RPL15	ENSG00000174748
3	havana	23917148	23919552	+	ENST00000436146	RPL15	ENSG00000174748
3	havana	129169484	129183905	-	ENST00000502976	CNBP	ENSG00000169714
3	havana	129169487	129183899	-	ENST00000451728	CNBP	ENSG00000169714
3	ensembl_havana	14125052	14143680	+	ENST00000306077	TMEM43	ENSG00000170876
3	ensembl_havana	128726183	128814798	+	ENST00000265062	RAB7A	ENSG00000075785
3	havana	128795359	128813644	+	ENST00000485280	RAB7A	ENSG00000075785
3	ensembl_havana	184299241	184309050	+	ENST00000310118	PSMD2	ENSG00000175166
3	havana	184314606	184335353	+	ENST00000346169	EIF4G1	ENSG00000114867
3	havana	184319199	184325021	+	ENST00000444861	EIF4G1	ENSG00000114867
3	havana	184319757	184334908	+	ENST00000441154	EIF4G1	ENSG00000114867
3	ensembl_havana	4979437	4985323	+	ENST00000256495	BHLHE40	ENSG00000134107
3	ensembl_havana	5187707	5219958	+	ENST00000256497	EDEM1	ENSG00000134109
3	ensembl_havana	184710364	184712064	-	ENST00000317897	MAGEF1	ENSG00000177383
3	ensembl_havana	156539553	156555117	-	ENST00000265044	SSR3	ENSG00000114850
3	ensembl_havana	64010551	64023494	-	ENST00000295901	PSMD6	ENSG00000163636
3	havana	112605101	112641300	-	ENST00000439685	CCDC80	ENSG00000091986
3	havana	112639400	112641056	-	ENST00000475181	CCDC80	ENSG00000091986
3	havana	112640432	112641143	-	ENST00000469554	CCDC80	ENSG00000091986
3	ensembl_havana	186783577	186789897	+	ENST00000323963	EIF4A2	ENSG00000156976
3	havana	186783578	186789894	+	ENST00000485101	EIF4A2	ENSG00000156976
3	havana	160502040	160565439	-	ENST00000483437	KPNA4	ENSG00000186432
3	ensembl_havana	51993522	51995895	-	ENST00000294189	RPL29	ENSG00000162244
3	ensembl_havana	52254434	52278649	-	ENST00000296490	WDR82	ENSG00000164091
3	ensembl_havana	196739857	196832647	+	ENST00000327134	PAK2	ENSG00000180370
3	ensembl_havana	139357406	139389647	-	ENST00000333188	COPB2	ENSG00000184432
3	ensembl_havana	49095932	49104757	-	ENST00000306125	QARS1	ENSG00000172053
3	ensembl_havana	49121114	49133050	-	ENST00000305544	LAMB2	ENSG00000172037
3	havana	49121115	49121596	-	ENST00000484713	LAMB2	ENSG00000172037
3	havana	12836047	12841546	-	ENST00000273223	RPL32	ENSG00000144713
3	havana	12836050	12841545	-	ENST00000435983	RPL32	ENSG00000144713
3	havana	12836102	12841544	-	ENST00000457131	RPL32	ENSG00000144713
3	havana	12839051	12841543	-	ENST00000452606	RPL32	ENSG00000144713
3	ensembl_havana	119669532	119677406	-	ENST00000261070	COX17	ENSG00000138495
3	havana	88055323	88058451	-	ENST00000675130	CGGBP1	ENSG00000163320
3	ensembl_havana	49359145	49411976	-	ENST00000418115	RHOA	ENSG00000067560
3	havana	186570720	186585793	+	ENST00000265028	DNAJB11	ENSG00000090520
3	ensembl_havana	48440257	48444208	+	ENST00000438607	TMA7	ENSG00000232112
3	ensembl_havana	48599002	48609646	-	ENST00000203407	UQCRC1	ENSG00000010256
3	ensembl_havana	9793082	9807101	+	ENST00000397261	ARPC4	ENSG00000241553
3	ensembl_havana	124761948	124887365	-	ENST00000296181	ITGB5	ENSG00000082781
3	ensembl_havana	58008422	58172251	+	ENST00000295956	FLNB	ENSG00000136068
3	ensembl_havana	9779967	9792473	-	ENST00000301964	TADA3	ENSG00000171148
3	ensembl_havana	129249606	129277773	+	ENST00000314797	COPG1	ENSG00000181789
3	ensembl_havana	129555214	129606676	-	ENST00000324093	PLXND1	ENSG00000004399
3	havana	46921730	46976745	-	ENST00000683445	CCDC12	ENSG00000160799
3	ensembl_havana	131462212	131502971	-	ENST00000264995	MRPL3	ENSG00000114686
3	ensembl_havana	121631399	121660903	-	ENST00000314583	HCLS1	ENSG00000180353
3	ensembl_havana	133573976	133587418	+	ENST00000431519	CDV3	ENSG00000091527
3	havana	133574457	133590260	+	ENST00000420115	CDV3	ENSG00000091527
3	ensembl_havana	42600686	42648735	+	ENST00000232978	NKTR	ENSG00000114857
3	havana	48467876	48469845	-	ENST00000466424	SHISA5	ENSG00000164054
3	ensembl_havana	48467876	48473208	-	ENST00000426002	SHISA5	ENSG00000164054
3	havana	49007391	49015951	+	ENST00000608424	WDR6	ENSG00000178252
3	ensembl_havana	53225657	53256022	-	ENST00000423516	TKT	ENSG00000163931
3	havana	183983753	184017863	-	ENST00000427120	ABCC5	ENSG00000114770
3	ensembl_havana	184155377	184173614	+	ENST00000313143	DVL3	ENSG00000161202
3	ensembl_havana	184174855	184184091	+	ENST00000292807	AP2M1	ENSG00000161203
3	ensembl_havana	169966808	169993831	+	ENST00000480708	SEC62	ENSG00000008952
3	ensembl_havana	196935406	196942528	-	ENST00000321256	NCBP2	ENSG00000114503
3	havana	49940140	50077247	+	ENST00000454079	RBM6	ENSG00000004534
3	ensembl_havana	50088919	50119021	+	ENST00000347869	RBM5	ENSG00000003756
3	havana	122527924	122564300	-	ENST00000682323	PARP9	ENSG00000138496
3	ensembl_havana	122564338	122575203	+	ENST00000296161	DTX3L	ENSG00000163840
3	havana	197950190	197954451	+	ENST00000485439	RPL35A	ENSG00000182899
3	havana	197950190	197955851	+	ENST00000448864	RPL35A	ENSG00000182899
3	havana	197950206	197955817	+	ENST00000429437	RPL35A	ENSG00000182899
3	havana	49470267	49535615	+	ENST00000308775	DAG1	ENSG00000173402
3	havana	40457354	40462280	+	ENST00000416518	RPL14	ENSG00000188846
3	havana	40457877	40462368	+	ENST00000479563	RPL14	ENSG00000188846
3	ensembl_havana	41199505	41240443	+	ENST00000349496	CTNNB1	ENSG00000168036
3	ensembl_havana	31532925	31637616	+	ENST00000295770	STT3B	ENSG00000163527
3	ensembl_havana	39406720	39412542	+	ENST00000301821	RPSA	ENSG00000168028
3	havana	39406733	39412438	+	ENST00000458478	RPSA	ENSG00000168028
3	havana	180912678	180976553	+	ENST00000472339	FXR1	ENSG00000114416
3	ensembl_havana	128052437	128071683	+	ENST00000243253	SEC61A1	ENSG00000058262
3	ensembl_havana	195568705	195583940	-	ENST00000343267	APOD	ENSG00000189058
3	havana	52686032	52694497	+	ENST00000418458	GNL3	ENSG00000163938
3	ensembl	52705841	52708179	+	ENST00000233025	SPCS1	ENSG00000114902
